protest,FIPS,n,FIPS2
GRP,4015,1,04015
LFL,4015,1,04015
FBT,4015,1,04015
GRP,4015,1,04015
GRP,4015,1,04015
LFL,38017,1,38017
GRP,38017,1,38017
FBT,38017,1,38017
GRP,38017,1,38017
GRP,46081,1,46081
FBT,36095,1,36095
GRP,36095,1,36095
GRP,18093,1,18093
GRP,26087,1,26087
GRP,26087,1,26087
GRP,39033,1,39033
GRP,46099,1,46099
GRP,46099,1,46099
LFL,46099,1,46099
GRP,46099,1,46099
FBT,46099,1,46099
GRP,48471,1,48471
GRP,24043,1,24043
GRP,24043,1,24043
FBT,6069,1,06069
GRP,19013,1,19013
FBT,19013,1,19013
GRP,19013,1,19013
GRP,19013,1,19013
GRP,19013,1,19013
GRP,19013,1,19013
GRP,19013,1,19013
GRP,19013,1,19013
GRP,19013,1,19013
GRP,48451,1,48451
GRP,48497,1,48497
GRP,4023,1,04023
GRP,4023,1,04023
FBT,4023,1,04023
GRP,12091,1,12091
GRP,23003,1,23003
FBT,23003,1,23003
LFL,23003,1,23003
FBT,24001,1,24001
GRP,24001,1,24001
GRP,49043,1,49043
GRP,36099,1,36099
GRP,31035,1,31035
FBT,48441,1,48441
GRP,48441,1,48441
GRP,48441,1,48441
LFL,55113,1,55113
GRP,26073,1,26073
GRP,28131,1,28131
GRP,19181,1,19181
GRP,19181,1,19181
LFL,40031,1,40031
GRP,40031,1,40031
LFL,6089,1,06089
FBT,6089,1,06089
GRP,6089,1,06089
GRP,26101,1,26101
FBT,26101,1,26101
LFL,26101,1,26101
GRP,53053,1,53053
GRP,53053,1,53053
GRP,53053,1,53053
GRP,53053,1,53053
LFL,53053,1,53053
GRP,53053,1,53053
FBT,53053,1,53053
GRP,53053,1,53053
GRP,53053,1,53053
LFL,53053,1,53053
GRP,53053,1,53053
GRP,53053,1,53053
GRP,53053,1,53053
LFL,53053,1,53053
FBT,53053,1,53053
GRP,53053,1,53053
GRP,53053,1,53053
GRP,13077,1,13077
FBT,13059,1,13059
GRP,13059,1,13059
LFL,13059,1,13059
GRP,13059,1,13059
GRP,13059,1,13059
GRP,13059,1,13059
GRP,18081,1,18081
GRP,18081,1,18081
GRP,27059,1,27059
GRP,39103,1,39103
GRP,39103,1,39103
GRP,39103,1,39103
FBT,48375,1,48375
GRP,48375,1,48375
LFL,48375,1,48375
GRP,4005,1,04005
GRP,4005,1,04005
LFL,4005,1,04005
LFL,4005,1,04005
GRP,4005,1,04005
FBT,4005,1,04005
GRP,4005,1,04005
GRP,4005,1,04005
GRP,4005,1,04005
GRP,4005,1,04005
FBT,23029,1,23029
GRP,23029,1,23029
GRP,13015,1,13015
GRP,13015,1,13015
FBT,19127,1,19127
GRP,39063,1,39063
GRP,39063,1,39063
GRP,21209,1,21209
GRP,21209,1,21209
GRP,37157,1,37157
LFL,37157,1,37157
GRP,37157,1,37157
GRP,37157,1,37157
GRP,37157,1,37157
FBT,56025,1,56025
GRP,48407,1,48407
GRP,13087,1,13087
GRP,22001,1,22001
GRP,27019,1,27019
GRP,27067,1,27067
LFL,55071,1,55071
GRP,26035,1,26035
GRP,29225,1,29225
GRP,48131,1,48131
GRP,39083,1,39083
GRP,19055,1,19055
FBT,17201,1,17201
GRP,17201,1,17201
LFL,17201,1,17201
GRP,17201,1,17201
GRP,17201,1,17201
GRP,17201,1,17201
GRP,17201,1,17201
LFL,23031,1,23031
GRP,23031,1,23031
FBT,42007,1,42007
LFL,42007,1,42007
GRP,42007,1,42007
GRP,42007,1,42007
GRP,42007,1,42007
GRP,19187,1,19187
LFL,19187,1,19187
FBT,20057,1,20057
GRP,45045,1,45045
GRP,45045,1,45045
LFL,45045,1,45045
GRP,45045,1,45045
GRP,45045,1,45045
GRP,45045,1,45045
GRP,45045,1,45045
GRP,45045,1,45045
GRP,45045,1,45045
FBT,45045,1,45045
GRP,45045,1,45045
GRP,45045,1,45045
GRP,39039,1,39039
GRP,39039,1,39039
GRP,19015,1,19015
GRP,26037,1,26037
GRP,26037,1,26037
LFL,17037,1,17037
FBT,17037,1,17037
FBT,6019,1,06019
GRP,6019,1,06019
LFL,6019,1,06019
GRP,6019,1,06019
GRP,6019,1,06019
GRP,6019,1,06019
GRP,6019,1,06019
GRP,6019,1,06019
GRP,6019,1,06019
GRP,19175,1,19175
FBT,47023,1,47023
GRP,47023,1,47023
FBT,18177,1,18177
GRP,18177,1,18177
GRP,47169,1,47169
GRP,19123,1,19123
GRP,6017,1,06017
GRP,6017,1,06017
GRP,6017,1,06017
LFL,51660,1,51660
GRP,18049,1,18049
FBT,6053,1,06053
GRP,6053,1,06053
GRP,6053,1,06053
GRP,6053,1,06053
LFL,6053,1,06053
GRP,6053,1,06053
FBT,6053,1,06053
GRP,6053,1,06053
FBT,6053,1,06053
GRP,26057,1,26057
GRP,20133,1,20133
GRP,26067,1,26067
GRP,26077,1,26077
FBT,26077,1,26077
GRP,26077,1,26077
LFL,26077,1,26077
FBT,26105,1,26105
GRP,26107,1,26107
GRP,26107,1,26107
FBT,26107,1,26107
GRP,26121,1,26121
GRP,26121,1,26121
GRP,26121,1,26121
FBT,26121,1,26121
FBT,27047,1,27047
LFL,27047,1,27047
GRP,48013,1,48013
GRP,51540,1,51540
GRP,51540,1,51540
GRP,51540,1,51540
GRP,51540,1,51540
LFL,51540,1,51540
FBT,51540,1,51540
FBT,47179,1,47179
GRP,47179,1,47179
GRP,47179,1,47179
LFL,47179,1,47179
GRP,47179,1,47179
GRP,47179,1,47179
LFL,56029,1,56029
GRP,55133,1,55133
GRP,55133,1,55133
GRP,51099,1,51099
GRP,29043,1,29043
GRP,29043,1,29043
GRP,29043,1,29043
GRP,18063,1,18063
GRP,17093,1,17093
GRP,17093,1,17093
GRP,17093,1,17093
GRP,17093,1,17093
GRP,26161,1,26161
GRP,26161,1,26161
LFL,26161,1,26161
LFL,26161,1,26161
LFL,26161,1,26161
GRP,26161,1,26161
GRP,26161,1,26161
FBT,26161,1,26161
GRP,26161,1,26161
FBT,35029,1,35029
GRP,33007,1,33007
GRP,29145,1,29145
LFL,31179,1,31179
GRP,39057,1,39057
GRP,39057,1,39057
GRP,39057,1,39057
GRP,39057,1,39057
GRP,48027,1,48027
LFL,48027,1,48027
GRP,48027,1,48027
GRP,48027,1,48027
GRP,48027,1,48027
GRP,27017,1,27017
GRP,12029,1,12029
LFL,13211,1,13211
GRP,27001,1,27001
FBT,8045,1,08045
LFL,8045,1,08045
GRP,39101,1,39101
LFL,17095,1,17095
GRP,17095,1,17095
GRP,17099,1,17099
FBT,17099,1,17099
FBT,12085,1,12085
GRP,12085,1,12085
LFL,12085,1,12085
GRP,12085,1,12085
GRP,19079,1,19079
GRP,8087,1,08087
GRP,8087,1,08087
GRP,8087,1,08087
GRP,8087,1,08087
GRP,19153,1,19153
GRP,19153,1,19153
GRP,19153,1,19153
GRP,19153,1,19153
FBT,19153,1,19153
GRP,19153,1,19153
GRP,19153,1,19153
GRP,19153,1,19153
LFL,19153,1,19153
GRP,19153,1,19153
LFL,19153,1,19153
GRP,19153,1,19153
GRP,19153,1,19153
GRP,19153,1,19153
GRP,19153,1,19153
GRP,19153,1,19153
GRP,19153,1,19153
GRP,19153,1,19153
GRP,39153,1,39153
GRP,39153,1,39153
GRP,39153,1,39153
FBT,39153,1,39153
GRP,39153,1,39153
GRP,39153,1,39153
GRP,39153,1,39153
GRP,12049,1,12049
GRP,39161,1,39161
GRP,39165,1,39165
GRP,39041,1,39041
GRP,39041,1,39041
GRP,39041,1,39041
FBT,39041,1,39041
GRP,39041,1,39041
GRP,39055,1,39055
GRP,27131,1,27131
GRP,27131,1,27131
GRP,27131,1,27131
GRP,27131,1,27131
GRP,37003,1,37003
LFL,30049,1,30049
GRP,30049,1,30049
GRP,30049,1,30049
FBT,30049,1,30049
GRP,6071,1,06071
GRP,6071,1,06071
LFL,6071,1,06071
GRP,6071,1,06071
GRP,6071,1,06071
GRP,6071,1,06071
GRP,6071,1,06071
GRP,6071,1,06071
FBT,6071,1,06071
GRP,6071,1,06071
GRP,6071,1,06071
FBT,6071,1,06071
GRP,6071,1,06071
GRP,6071,1,06071
GRP,6071,1,06071
GRP,6071,1,06071
GRP,6071,1,06071
GRP,6071,1,06071
GRP,6071,1,06071
GRP,6071,1,06071
FBT,6071,1,06071
GRP,6071,1,06071
GRP,6071,1,06071
LFL,6071,1,06071
FBT,6071,1,06071
GRP,6071,1,06071
GRP,6071,1,06071
GRP,6071,1,06071
GRP,6071,1,06071
GRP,6071,1,06071
GRP,6071,1,06071
GRP,13189,1,13189
LFL,2100,1,02100
GRP,2100,1,02100
GRP,55073,1,55073
FBT,55073,1,55073
GRP,55073,1,55073
LFL,55073,1,55073
FBT,2150,1,02150
FBT,2261,1,02261
LFL,41023,1,41023
GRP,39133,1,39133
GRP,39133,1,39133
LFL,13111,1,13111
FBT,8085,1,08085
GRP,28113,1,28113
LFL,13021,1,13021
LFL,26111,1,26111
FBT,38009,1,38009
LFL,18003,1,18003
FBT,18003,1,18003
GRP,18003,1,18003
GRP,18011,1,18011
FBT,40021,1,40021
FBT,30029,1,30029
LFL,30089,1,30089
GRP,48059,1,48059
LFL,48159,1,48159
GRP,48231,1,48231
GRP,1103,1,01103
LFL,37133,1,37133
GRP,37133,1,37133
GRP,12005,1,12005
GRP,12005,1,12005
GRP,12005,1,12005
GRP,12005,1,12005
FBT,12005,1,12005
GRP,12005,1,12005
GRP,12005,1,12005
GRP,12005,1,12005
GRP,53033,1,53033
LFL,53033,1,53033
LFL,53033,1,53033
LFL,53033,1,53033
GRP,53033,1,53033
GRP,53033,1,53033
GRP,53033,1,53033
GRP,53033,1,53033
LFL,53033,1,53033
GRP,53033,1,53033
LFL,53033,1,53033
GRP,53033,1,53033
GRP,53033,1,53033
GRP,53033,1,53033
GRP,53033,1,53033
GRP,53033,1,53033
GRP,53033,1,53033
GRP,53033,1,53033
FBT,53033,1,53033
LFL,53033,1,53033
GRP,53033,1,53033
FBT,53033,1,53033
GRP,53033,1,53033
LFL,53033,1,53033
GRP,53033,1,53033
GRP,53033,1,53033
FBT,53033,1,53033
GRP,53033,1,53033
GRP,53033,1,53033
GRP,53033,1,53033
LFL,53033,1,53033
GRP,53033,1,53033
LFL,53033,1,53033
GRP,53033,1,53033
GRP,53033,1,53033
LFL,53033,1,53033
LFL,53007,1,53007
FBT,53007,1,53007
LFL,53007,1,53007
GRP,53007,1,53007
GRP,53007,1,53007
GRP,12035,1,12035
GRP,12035,1,12035
GRP,12035,1,12035
GRP,12035,1,12035
FBT,53037,1,53037
GRP,53037,1,53037
LFL,53037,1,53037
GRP,12095,1,12095
GRP,12095,1,12095
GRP,12095,1,12095
GRP,12095,1,12095
GRP,12095,1,12095
GRP,12095,1,12095
FBT,12095,1,12095
GRP,12095,1,12095
LFL,12095,1,12095
GRP,12095,1,12095
GRP,17063,1,17063
GRP,17063,1,17063
GRP,55097,1,55097
FBT,55097,1,55097
GRP,20037,1,20037
LFL,20037,1,20037
FBT,48221,1,48221
GRP,20111,1,20111
LFL,50015,1,50015
FBT,55141,1,55141
LFL,55141,1,55141
GRP,48183,1,48183
LFL,48183,1,48183
FBT,48183,1,48183
GRP,48183,1,48183
GRP,48183,1,48183
FBT,28105,1,28105
GRP,6057,1,06057
GRP,6057,1,06057
FBT,6057,1,06057
LFL,6057,1,06057
FBT,6057,1,06057
FBT,31045,1,31045
FBT,41033,1,41033
GRP,39089,1,39089
GRP,31019,1,31019
LFL,37135,1,37135
GRP,37135,1,37135
LFL,37135,1,37135
GRP,37135,1,37135
FBT,37135,1,37135
GRP,38093,1,38093
GRP,1003,1,01003
GRP,26075,1,26075
FBT,26075,1,26075
FBT,6109,1,06109
GRP,6109,1,06109
LFL,21073,1,21073
GRP,55047,1,55047
LFL,31047,1,31047
GRP,37025,1,37025
LFL,37025,1,37025
FBT,48329,1,48329
GRP,55103,1,55103
FBT,16085,1,16085
LFL,27137,1,27137
FBT,27137,1,27137
GRP,27137,1,27137
FBT,27137,1,27137
LFL,27137,1,27137
GRP,27137,1,27137
GRP,27137,1,27137
GRP,27137,1,27137
GRP,19183,1,19183
GRP,48265,1,48265
GRP,48265,1,48265
FBT,48265,1,48265
GRP,36003,1,36003
GRP,48303,1,48303
FBT,48303,1,48303
GRP,48303,1,48303
GRP,48303,1,48303
GRP,51775,1,51775
LFL,35057,1,35057
FBT,8125,1,08125
FBT,37097,1,37097
GRP,37097,1,37097
GRP,37097,1,37097
GRP,37097,1,37097
GRP,37097,1,37097
GRP,6083,1,06083
LFL,6083,1,06083
FBT,6083,1,06083
LFL,6083,1,06083
GRP,6083,1,06083
FBT,6083,1,06083
LFL,6083,1,06083
GRP,6083,1,06083
FBT,6083,1,06083
GRP,6083,1,06083
FBT,6083,1,06083
GRP,6105,1,06105
GRP,26145,1,26145
GRP,26145,1,26145
GRP,26145,1,26145
GRP,48143,1,48143
GRP,12101,1,12101
GRP,12101,1,12101
GRP,12101,1,12101
GRP,12101,1,12101
GRP,12101,1,12101
FBT,12101,1,12101
FBT,12101,1,12101
GRP,12101,1,12101
LFL,12101,1,12101
LFL,18099,1,18099
LFL,37081,1,37081
GRP,37081,1,37081
GRP,37081,1,37081
GRP,37081,1,37081
FBT,37081,1,37081
FBT,37081,1,37081
GRP,37081,1,37081
GRP,37081,1,37081
GRP,37081,1,37081
GRP,51610,1,51610
GRP,51610,1,51610
GRP,51610,1,51610
GRP,55105,1,55105
GRP,55105,1,55105
GRP,55105,1,55105
FBT,2220,1,02220
GRP,12111,1,12111
FBT,17109,1,17109
GRP,17109,1,17109
GRP,17163,1,17163
GRP,48299,1,48299
FBT,8101,1,08101
GRP,8101,1,08101
LFL,8101,1,08101
GRP,8101,1,08101
LFL,41015,1,41015
GRP,41015,1,41015
FBT,8003,1,08003
FBT,27109,1,27109
GRP,27109,1,27109
LFL,27109,1,27109
GRP,23009,1,23009
FBT,23009,1,23009
GRP,23009,1,23009
FBT,23009,1,23009
FBT,23009,1,23009
LFL,23009,1,23009
GRP,23009,1,23009
GRP,23009,1,23009
FBT,5143,1,05143
GRP,5143,1,05143
GRP,5143,1,05143
LFL,5143,1,05143
GRP,5143,1,05143
GRP,5143,1,05143
GRP,5143,1,05143
GRP,5119,1,05119
GRP,5119,1,05119
GRP,5119,1,05119
GRP,5119,1,05119
FBT,5119,1,05119
GRP,5119,1,05119
GRP,5119,1,05119
GRP,5119,1,05119
GRP,5119,1,05119
GRP,5119,1,05119
GRP,5119,1,05119
GRP,5085,1,05085
GRP,20169,1,20169
GRP,29001,1,29001
GRP,18131,1,18131
GRP,21083,1,21083
FBT,42021,1,42021
GRP,42021,1,42021
FBT,41043,1,41043
GRP,41043,1,41043
LFL,41043,1,41043
FBT,41047,1,41047
GRP,41047,1,41047
GRP,41047,1,41047
GRP,41047,1,41047
GRP,41047,1,41047
LFL,41047,1,41047
FBT,42071,1,42071
GRP,42071,1,42071
LFL,42071,1,42071
GRP,42071,1,42071
GRP,42071,1,42071
GRP,15009,1,15009
GRP,15009,1,15009
LFL,15009,1,15009
FBT,15009,1,15009
FBT,15009,1,15009
GRP,19113,1,19113
GRP,19113,1,19113
GRP,19113,1,19113
GRP,19113,1,19113
LFL,19113,1,19113
GRP,19113,1,19113
FBT,19113,1,19113
GRP,39073,1,39073
FBT,27031,1,27031
GRP,27031,1,27031
GRP,19161,1,19161
GRP,2185,1,02185
FBT,1073,1,01073
GRP,1073,1,01073
GRP,1073,1,01073
LFL,1073,1,01073
GRP,1073,1,01073
GRP,1073,1,01073
GRP,1073,1,01073
GRP,1073,1,01073
GRP,1073,1,01073
GRP,1073,1,01073
GRP,15001,1,15001
GRP,15001,1,15001
GRP,15001,1,15001
FBT,15001,1,15001
GRP,15001,1,15001
FBT,15001,1,15001
GRP,15001,1,15001
FBT,15001,1,15001
GRP,19193,1,19193
GRP,19193,1,19193
GRP,19193,1,19193
FBT,19193,1,19193
FBT,16013,1,16013
GRP,23027,1,23027
FBT,25025,1,25025
FBT,25025,1,25025
GRP,25025,1,25025
LFL,25025,1,25025
GRP,25025,1,25025
GRP,25025,1,25025
GRP,25011,1,25011
GRP,25011,1,25011
GRP,25011,1,25011
FBT,25011,1,25011
FBT,25011,1,25011
LFL,25011,1,25011
LFL,25011,1,25011
LFL,25011,1,25011
GRP,26017,1,26017
GRP,26017,1,26017
LFL,26007,1,26007
GRP,26007,1,26007
LFL,23025,1,23025
FBT,36075,1,36075
GRP,36075,1,36075
LFL,39095,1,39095
GRP,39095,1,39095
GRP,39095,1,39095
GRP,39095,1,39095
GRP,39095,1,39095
FBT,39095,1,39095
GRP,39095,1,39095
FBT,19139,1,19139
GRP,19139,1,19139
GRP,19139,1,19139
FBT,36059,1,36059
GRP,36059,1,36059
GRP,36059,1,36059
GRP,36059,1,36059
GRP,36059,1,36059
GRP,36059,1,36059
GRP,36059,1,36059
GRP,36059,1,36059
GRP,36059,1,36059
GRP,36059,1,36059
GRP,36059,1,36059
GRP,36059,1,36059
GRP,36059,1,36059
FBT,36059,1,36059
GRP,36059,1,36059
GRP,36059,1,36059
GRP,36059,1,36059
FBT,36059,1,36059
LFL,36059,1,36059
FBT,36059,1,36059
FBT,36059,1,36059
GRP,36059,1,36059
GRP,36059,1,36059
GRP,29127,1,29127
FBT,35017,1,35017
GRP,35017,1,35017
GRP,51107,1,51107
GRP,51107,1,51107
GRP,51107,1,51107
LFL,51107,1,51107
GRP,51107,1,51107
GRP,51107,1,51107
LFL,48091,1,48091
GRP,48091,1,48091
GRP,48091,1,48091
GRP,53025,1,53025
GRP,53025,1,53025
GRP,54017,1,54017
FBT,4007,1,04007
GRP,4007,1,04007
GRP,13217,1,13217
GRP,12119,1,12119
FBT,12119,1,12119
LFL,12119,1,12119
GRP,19065,1,19065
GRP,19099,1,19099
GRP,19099,1,19099
LFL,35051,1,35051
FBT,35051,1,35051
LFL,40027,1,40027
GRP,42003,1,42003
FBT,42003,1,42003
GRP,42003,1,42003
GRP,42003,1,42003
LFL,42003,1,42003
GRP,42003,1,42003
GRP,42003,1,42003
GRP,37175,1,37175
GRP,37175,1,37175
GRP,37049,1,37049
GRP,6099,1,06099
GRP,6099,1,06099
GRP,6099,1,06099
GRP,6099,1,06099
GRP,6099,1,06099
GRP,6099,1,06099
GRP,6099,1,06099
GRP,6099,1,06099
GRP,6099,1,06099
GRP,6099,1,06099
FBT,6099,1,06099
GRP,6099,1,06099
GRP,6099,1,06099
GRP,6099,1,06099
GRP,6099,1,06099
GRP,6099,1,06099
GRP,6099,1,06099
GRP,6099,1,06099
GRP,6099,1,06099
GRP,13089,1,13089
GRP,13089,1,13089
GRP,13089,1,13089
LFL,13089,1,13089
GRP,17141,1,17141
LFL,17141,1,17141
GRP,17141,1,17141
LFL,6003,1,06003
GRP,6093,1,06093
LFL,8083,1,08083
GRP,8083,1,08083
GRP,8083,1,08083
GRP,21093,1,21093
GRP,21093,1,21093
GRP,21093,1,21093
FBT,16015,1,16015
GRP,16019,1,16019
GRP,16019,1,16019
FBT,16019,1,16019
FBT,25023,1,25023
GRP,25023,1,25023
LFL,25023,1,25023
GRP,25023,1,25023
LFL,25023,1,25023
GRP,26043,1,26043
GRP,26043,1,26043
FBT,26043,1,26043
LFL,17085,1,17085
FBT,36055,1,36055
LFL,36055,1,36055
GRP,36055,1,36055
GRP,36055,1,36055
GRP,36055,1,36055
GRP,36055,1,36055
FBT,36055,1,36055
GRP,36055,1,36055
GRP,36055,1,36055
GRP,36043,1,36043
GRP,36043,1,36043
GRP,53047,1,53047
LFL,53047,1,53047
LFL,53047,1,53047
LFL,53047,1,53047
GRP,55059,1,55059
FBT,55059,1,55059
LFL,55059,1,55059
GRP,55059,1,55059
GRP,16079,1,16079
GRP,37027,1,37027
FBT,31145,1,31145
GRP,1077,1,01077
FBT,1077,1,01077
GRP,5007,1,05007
GRP,5007,1,05007
GRP,5007,1,05007
GRP,5007,1,05007
GRP,5007,1,05007
LFL,5007,1,05007
LFL,18053,1,18053
GRP,18053,1,18053
LFL,26117,1,26117
FBT,37147,1,37147
GRP,37147,1,37147
GRP,37147,1,37147
GRP,37147,1,37147
FBT,39077,1,39077
GRP,39077,1,39077
LFL,45041,1,45041
GRP,21211,1,21211
GRP,47105,1,47105
GRP,51087,1,51087
GRP,51087,1,51087
GRP,51087,1,51087
GRP,41009,1,41009
LFL,41009,1,41009
GRP,41025,1,41025
GRP,48491,1,48491
GRP,48491,1,48491
GRP,48491,1,48491
GRP,48491,1,48491
LFL,48491,1,48491
GRP,48491,1,48491
GRP,48491,1,48491
GRP,48491,1,48491
GRP,48491,1,48491
GRP,48491,1,48491
GRP,48491,1,48491
LFL,48491,1,48491
GRP,48491,1,48491
GRP,48491,1,48491
GRP,8005,1,08005
GRP,8005,1,08005
GRP,8005,1,08005
GRP,8005,1,08005
LFL,8005,1,08005
GRP,8005,1,08005
GRP,8005,1,08005
FBT,8005,1,08005
GRP,8005,1,08005
GRP,8005,1,08005
GRP,8005,1,08005
GRP,8005,1,08005
GRP,8005,1,08005
GRP,8005,1,08005
LFL,21227,1,21227
GRP,21227,1,21227
FBT,21227,1,21227
GRP,21227,1,21227
GRP,6015,1,06015
GRP,18043,1,18043
FBT,24045,1,24045
GRP,24045,1,24045
GRP,24045,1,24045
FBT,34011,1,34011
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
FBT,36061,1,36061
LFL,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
LFL,36061,1,36061
LFL,36061,1,36061
GRP,36061,1,36061
FBT,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
FBT,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
GRP,36061,1,36061
FBT,36089,1,36089
LFL,36089,1,36089
GRP,36089,1,36089
GRP,36089,1,36089
FBT,36089,1,36089
GRP,36089,1,36089
GRP,36089,1,36089
GRP,36089,1,36089
LFL,19057,1,19057
GRP,45007,1,45007
GRP,45007,1,45007
GRP,47157,1,47157
GRP,47157,1,47157
GRP,47157,1,47157
GRP,47157,1,47157
GRP,47157,1,47157
GRP,47157,1,47157
GRP,47157,1,47157
LFL,47157,1,47157
GRP,47157,1,47157
GRP,47157,1,47157
GRP,47157,1,47157
GRP,47157,1,47157
GRP,47157,1,47157
GRP,47157,1,47157
GRP,47157,1,47157
GRP,47157,1,47157
FBT,47157,1,47157
GRP,47157,1,47157
GRP,47157,1,47157
GRP,47157,1,47157
GRP,47157,1,47157
GRP,47157,1,47157
FBT,34019,1,34019
FBT,34019,1,34019
GRP,51650,1,51650
LFL,55123,1,55123
FBT,30111,1,30111
GRP,30111,1,30111
LFL,30111,1,30111
GRP,31079,1,31079
GRP,31079,1,31079
LFL,31079,1,31079
GRP,37067,1,37067
LFL,37067,1,37067
GRP,37067,1,37067
GRP,37067,1,37067
GRP,37067,1,37067
FBT,37067,1,37067
GRP,37053,1,37053
GRP,51121,1,51121
GRP,51121,1,51121
LFL,51121,1,51121
GRP,51760,1,51760
GRP,51760,1,51760
GRP,51760,1,51760
LFL,51760,1,51760
FBT,51760,1,51760
GRP,51760,1,51760
LFL,53021,1,53021
FBT,48139,1,48139
GRP,19169,1,19169
GRP,19169,1,19169
LFL,19169,1,19169
GRP,19169,1,19169
GRP,19169,1,19169
GRP,19169,1,19169
GRP,20173,1,20173
GRP,20173,1,20173
GRP,20173,1,20173
FBT,20173,1,20173
GRP,20173,1,20173
LFL,20173,1,20173
GRP,20173,1,20173
GRP,20173,1,20173
GRP,20173,1,20173
GRP,20173,1,20173
GRP,20173,1,20173
GRP,22089,1,22089
LFL,4019,1,04019
GRP,4019,1,04019
GRP,4019,1,04019
GRP,4019,1,04019
GRP,4019,1,04019
GRP,4019,1,04019
GRP,4019,1,04019
GRP,4019,1,04019
GRP,4019,1,04019
FBT,4019,1,04019
GRP,4019,1,04019
GRP,4019,1,04019
GRP,4019,1,04019
GRP,4019,1,04019
GRP,4019,1,04019
GRP,12099,1,12099
GRP,12099,1,12099
FBT,12099,1,12099
GRP,12099,1,12099
GRP,12099,1,12099
GRP,12099,1,12099
LFL,12099,1,12099
GRP,12099,1,12099
FBT,12099,1,12099
GRP,12099,1,12099
GRP,12099,1,12099
GRP,12099,1,12099
LFL,12099,1,12099
GRP,12099,1,12099
GRP,12099,1,12099
FBT,12099,1,12099
GRP,12099,1,12099
GRP,12099,1,12099
FBT,13127,1,13127
GRP,13127,1,13127
LFL,19061,1,19061
GRP,19061,1,19061
LFL,17101,1,17101
GRP,24037,1,24037
GRP,24037,1,24037
FBT,22033,1,22033
LFL,22033,1,22033
GRP,22033,1,22033
GRP,26127,1,26127
FBT,26127,1,26127
GRP,17111,1,17111
GRP,17111,1,17111
GRP,17111,1,17111
GRP,17111,1,17111
GRP,17111,1,17111
GRP,17111,1,17111
LFL,17111,1,17111
LFL,17111,1,17111
GRP,17111,1,17111
GRP,17089,1,17089
LFL,17089,1,17089
FBT,17089,1,17089
FBT,17089,1,17089
GRP,17089,1,17089
GRP,17089,1,17089
GRP,17089,1,17089
GRP,17089,1,17089
GRP,17089,1,17089
FBT,17089,1,17089
LFL,17089,1,17089
GRP,17089,1,17089
GRP,17089,1,17089
FBT,35035,1,35035
GRP,42049,1,42049
GRP,42049,1,42049
GRP,42049,1,42049
GRP,42049,1,42049
FBT,45019,1,45019
GRP,45019,1,45019
LFL,45019,1,45019
GRP,45019,1,45019
LFL,45091,1,45091
GRP,45091,1,45091
GRP,45091,1,45091
FBT,45091,1,45091
GRP,45091,1,45091
LFL,45091,1,45091
GRP,45091,1,45091
FBT,36071,1,36071
GRP,36071,1,36071
GRP,36071,1,36071
LFL,36071,1,36071
GRP,36071,1,36071
GRP,36071,1,36071
GRP,36071,1,36071
GRP,36071,1,36071
GRP,36071,1,36071
GRP,36071,1,36071
LFL,50025,1,50025
GRP,50025,1,50025
LFL,50025,1,50025
FBT,50025,1,50025
GRP,1101,1,01101
FBT,1101,1,01101
LFL,1101,1,01101
GRP,1101,1,01101
LFL,1055,1,01055
GRP,46103,1,46103
LFL,46103,1,46103
GRP,46103,1,46103
FBT,46103,1,46103
LFL,45013,1,45013
GRP,45013,1,45013
FBT,45013,1,45013
GRP,45013,1,45013
GRP,45013,1,45013
GRP,42017,1,42017
FBT,42017,1,42017
LFL,42017,1,42017
GRP,42017,1,42017
LFL,42017,1,42017
GRP,42017,1,42017
GRP,42017,1,42017
GRP,42017,1,42017
GRP,42017,1,42017
GRP,42017,1,42017
LFL,23023,1,23023
FBT,23023,1,23023
GRP,48085,1,48085
GRP,48085,1,48085
GRP,48085,1,48085
FBT,48085,1,48085
GRP,48085,1,48085
GRP,48085,1,48085
GRP,48085,1,48085
GRP,48085,1,48085
GRP,48085,1,48085
GRP,48085,1,48085
GRP,48085,1,48085
GRP,48085,1,48085
GRP,48085,1,48085
GRP,48085,1,48085
GRP,48085,1,48085
GRP,48085,1,48085
GRP,48085,1,48085
GRP,48085,1,48085
GRP,48085,1,48085
GRP,48085,1,48085
GRP,48085,1,48085
GRP,48085,1,48085
GRP,48085,1,48085
GRP,48085,1,48085
GRP,48085,1,48085
GRP,48085,1,48085
GRP,48085,1,48085
GRP,48085,1,48085
